Season,Episode,Episode Title,Scene,Name,Speaker,House of Speaker,Listener,House of Listener,Interaction,Interaction type,Interaction Score,Interaction Result
Season 1,Episode 6,A Golden Crown,Scene 13,sansa stark,Sansa Stark,Stark,Mordane,stark's tutor,"Well, why shouldn't I? We're in the south.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 13,mordane,Mordane,stark's tutor,Sansa Stark,Stark,It's important to remember where you come from. I'm not sure your mother would like these new styles.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 13,sansa stark,Sansa Stark,Stark,Mordane,stark's tutor,My mother isn't from the North.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 13,mordane,Mordane,stark's tutor,Sansa Stark,Stark,I'm aware of that.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 13,sansa stark,Sansa Stark,Stark,Mordane,stark's tutor,Why do you care? Do you even have hair under there?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 13,mordane,Mordane,stark's tutor,Sansa Stark,Stark,Yes. I have hair.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 13,sansa stark,Sansa Stark,Stark,Mordane,stark's tutor,I've never seen it.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 13,mordane,Mordane,stark's tutor,Sansa Stark,Stark,Would you like to?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 13,sansa stark,Sansa Stark,Stark,Mordane,stark's tutor,"No. Where are you from anyway, the north or the south?",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 13,mordane,Mordane,stark's tutor,Sansa Stark,Stark,I come from a very small village in -,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 13,sansa stark,Sansa Stark,Stark,Mordane,stark's tutor,"Oh, wait. I just realized… I don't care.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 13,mordane,Mordane,stark's tutor,Sansa Stark,Stark,Sansa -,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 13,sansa stark,Sansa Stark,Stark,Mordane,stark's tutor,Septa.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 13,mordane,Mordane,stark's tutor,Sansa Stark,Stark,Now you are being rude.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 14,mordane,Mordane,stark's tutor,Sansa Stark,Stark,My prince.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 14,sansa stark,Sansa Stark,Stark,Joffrey Lannister,Lannister,My prince.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 14,joffrey lannister,Joffrey Lannister,Lannister,Sansa Stark,Stark,My lady. I fear I have behaved monstrously the past few weeks. With your permission?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 14,sansa stark,Sansa Stark,Stark,Joffrey Lannister,Lannister,It's beautiful. Like the one your mother wears.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 14,joffrey lannister,Joffrey Lannister,Lannister,Sansa Stark,Stark,"You'll be queen one day, it's only fitting that you should look the part. Will you forgive me for my rudeness?",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 14,sansa stark,Sansa Stark,Stark,Joffrey Lannister,Lannister,There's nothing to forgive.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 14,joffrey lannister,Joffrey Lannister,Lannister,Sansa Stark,Stark,"You're my lady. One day we'll be married in the throne room. Lords and ladies from all over the Seven Kingdoms will come, from the last hearth in the North, to the salt shore of the south. And you will be queen over all of them. I'll never disrespect you again. I'll never be cruel to you again. Do you understand me? You're my lady now, from this day, until my last day.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 15,theon greyjoy,Theon Greyjoy,Greyjoy,Ros,Winterfell,Stop! Stop! What are you doing?!,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 15,ros,Ros,Winterfell,Theon Greyjoy,Greyjoy,Going to King's Landing.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 15,theon greyjoy,Theon Greyjoy,Greyjoy,Ros,Winterfell,In a turnip cart?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 15,ros,Ros,Winterfell,Theon Greyjoy,Greyjoy,I'll find a ship heading south in White Harbor.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 15,theon greyjoy,Theon Greyjoy,Greyjoy,Ros,Winterfell,And you can afford that?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 15,ros,Ros,Winterfell,Theon Greyjoy,Greyjoy,Some of my friends are more generous than others.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 15,theon greyjoy,Theon Greyjoy,Greyjoy,Ros,Winterfell,There's a thousand girls like you in King's Landing.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 15,ros,Ros,Winterfell,Theon Greyjoy,Greyjoy,I'll have lots of company…,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 15,theon greyjoy,Theon Greyjoy,Greyjoy,Ros,Winterfell,"Yes, you'll be very popular until some fat lord comes to visit with a big belly and a little prick and he can't get it up so he knocks all your teeth out.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 15,ros,Ros,Winterfell,Theon Greyjoy,Greyjoy,"And what will happen to me if I stay here? Will I become Lady Greyjoy, Mistress of the Iron Islands?",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 15,theon greyjoy,Theon Greyjoy,Greyjoy,Ros,Winterfell,Don't be a fool.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 15,ros,Ros,Winterfell,Theon Greyjoy,Greyjoy,"I hear Jaime Lannister attacked Lord Stark in the streets of King's Landing. Every man for a hundred miles will be marching off to war soon and most of them will never come back, there's nothing more for me here. Let's go, Steffon.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 15,theon greyjoy,Theon Greyjoy,Greyjoy,Ros,Winterfell,Let me see it one more time?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 15,ros,Ros,Winterfell,Theon Greyjoy,Greyjoy,See what?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 15,theon greyjoy,Theon Greyjoy,Greyjoy,Ros,Winterfell,I'm going to miss you!,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 15,ros,Ros,Winterfell,Theon Greyjoy,Greyjoy,I know.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 16,eddard stark,Eddard Stark,Stark,Sansa Stark,Stark,I'm sending you both back to Winterfell.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 16,sansa stark,Sansa Stark,Stark,Eddard Stark,Stark,What?!,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 16,eddard stark,Eddard Stark,Stark,Sansa Stark,Stark,Listen -,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 16,sansa stark,Sansa Stark,Stark,Arya Stark,Stark,What about Joffrey?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 16,arya stark,Arya Stark,Stark,Eddard Stark,Stark,Are you dying because of your leg? Is that why you're sending us home?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 16,eddard stark,Eddard Stark,Stark,Sansa Stark,Stark,What? No.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 16,sansa stark,Sansa Stark,Stark,Arya Stark,Stark,"Please, Father. Please don't.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 16,arya stark,Arya Stark,Stark,Eddard Stark,Stark,You can't. I've got my lessons with Syrio. I'm finally getting good.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 16,eddard stark,Eddard Stark,Stark,Arya Stark,Stark,This isn't a punishment. I want you back in Winterfell for your own safety.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 16,arya stark,Arya Stark,Stark,Sansa Stark,Stark,Can't we take Syrio back with us?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 16,sansa stark,Sansa Stark,Stark,Arya Stark,Stark,Who cares about your stupid dancing teacher? I can't go. I'm supposed to marry Prince Joffrey. I love him and I'm meant to be his queen and have his babies.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 16,arya stark,Arya Stark,Stark,Eddard Stark,Stark,Seven hells.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 16,eddard stark,Eddard Stark,Stark,Sansa Stark,Stark,"When you're old enough, I'll make you a match with someone who's worthy of you, someone who's brave and gentle and strong -",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 16,sansa stark,Sansa Stark,Stark,Arya Stark,Stark,"I don't want someone brave and gentle and strong. I want him! He'll be the greatest king that ever was, a golden lion, and I'll give him sons with beautiful blond hair.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 16,arya stark,Arya Stark,Stark,Sansa Stark,Stark,"The lion's not his sigil, idiot. He's a stag, like his father.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 16,sansa stark,Sansa Stark,Stark,Eddard Stark,Stark,He is not. He's nothing like that old drunk king.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 16,eddard stark,Eddard Stark,Stark,Sansa Stark,Stark,"Go on, girls. Get your septa and start packing your things.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 16,sansa stark,Sansa Stark,Stark,Arya Stark,Stark,Wait!,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 16,arya stark,Arya Stark,Stark,Sansa Stark,Stark,Come on!,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 16,sansa stark,Sansa Stark,Stark,Eddard Stark,Stark,It's not fair!,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 16,eddard stark,Eddard Stark,Stark,Eddard Stark,Stark,"Lord Orys Baratheon, black of hair.” “Axel Baratheon, black of hair.” “Lyonel Baratheon, black of hair.” “Steffon Baratheon, black of hair.” “Robert Baratheon, black of hair.” “Joffrey Baratheon… golden-haired.”",Realisation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,viserys targaryen,Viserys Targaryen,Targaryen,Daenerys Targaryen,Targaryen,Daenerys! Where's my sister?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,daenerys targaryen,Daenerys Targaryen,Targaryen,Viserys Targaryen,Targaryen,Stop him.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,viserys targaryen,Viserys Targaryen,Targaryen,Jorah Mormont,Mormont,Where is she? I'm here for the feast. The whore's feast.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,jorah mormont,Jorah Mormont,Mormont,Viserys Targaryen,Targaryen,Come.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,viserys targaryen,Viserys Targaryen,Targaryen,Viserys Targaryen,Targaryen,Get your hands off me! No one touches the dragon!,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,viserys targaryen,Viserys Targaryen,Targaryen,Jorah Mormont,Mormont,Khal Drogo! I'm here for the feast.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,jorah mormont,Jorah Mormont,Mormont,Viserys Targaryen,Targaryen,Khal Drogo says there is a place for you. Back there.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,viserys targaryen,Viserys Targaryen,Targaryen,Khal Drogo,Dothraki,That is no place for a king.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,khal drogo,Khal Drogo,Dothraki,Viserys Targaryen,Targaryen,You are no king.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,viserys targaryen,Viserys Targaryen,Targaryen,Daenerys Targaryen,Targaryen,Keep away from me!,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,daenerys targaryen,Daenerys Targaryen,Targaryen,Viserys Targaryen,Targaryen,"Viserys, please.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,viserys targaryen,Viserys Targaryen,Targaryen,Jorah Mormont,Mormont,There she is.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,jorah mormont,Jorah Mormont,Mormont,Viserys Targaryen,Targaryen,Put the sword down. They'll kill us all.,Argument,-1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,viserys targaryen,Viserys Targaryen,Targaryen,Viserys Targaryen,Targaryen,They can't kill us. They can't shed blood in their sacred city. But I can. I want what I came for. I want the crown he promised me. He bought you. But he never paid for you.,Argument,-1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,viserys targaryen,Viserys Targaryen,Targaryen,Viserys Targaryen,Targaryen,Tell him I want what was bargained for or I'm taking you back. He can keep the baby. I'll cut it out and leave it for him.,Argument,-1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,viserys targaryen,Viserys Targaryen,Targaryen,Daenerys Targaryen,Targaryen,What's he saying?,Argument,-1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,daenerys targaryen,Daenerys Targaryen,Targaryen,Viserys Targaryen,Targaryen,"He says yes. You shall have a golden crown, that men shall tremble to behold.",Argument,-1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,viserys targaryen,Viserys Targaryen,Targaryen,Viserys Targaryen,Targaryen,That was all I wanted. W-what was promised.,Argument,-1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,viserys targaryen,Viserys Targaryen,Targaryen,Jorah Mormont,Mormont,No! You cannot touch me! I am the dragon! I am the dragon! I want my crown! Ahh!,Argument,-1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,jorah mormont,Jorah Mormont,Mormont,Daenerys Targaryen,Targaryen,Look away Khaleesi.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,daenerys targaryen,Daenerys Targaryen,Targaryen,Viserys Targaryen,Targaryen,No.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,viserys targaryen,Viserys Targaryen,Targaryen,Viserys Targaryen,Targaryen,"No. Dany! Dany, tell them, make them! You can't!",Pleading,-1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,viserys targaryen,Viserys Targaryen,Targaryen,Khal Drogo,Dothraki,Dany please!,Pleading,-1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,khal drogo,Khal Drogo,Dothraki,Jorah Mormont,Mormont,A crown for a king.,order,-1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,jorah mormont,Jorah Mormont,Mormont,Daenerys Targaryen,Targaryen,Khaleesi…,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 17,daenerys targaryen,Daenerys Targaryen,Targaryen,Jorah Mormont,Mormont,He was no dragon. Fire cannot kill a dragon.,Conversation,1,NA
Season 1,Episode 7,You Win or You Die,Scene 1,jaime lannister,Jaime Lannister,Lannister,Tywin Lannister,Lannister,"Summoned to court to answer for the crimes of your bannerman Gregor Clegane, the Mountain",Intense ,-1,NA
Season 1,Episode 7,You Win or You Die,Scene 1,tywin lannister,Tywin Lannister,Lannister,Tywin Lannister,Lannister,Attacking him was stupid.,Intense ,-1,NA
Season 1,Episode 7,You Win or You Die,Scene 1,tywin lannister,Tywin Lannister,Lannister,Jaime Lannister,Lannister,Lannisters don't act like fools.,Intense ,-1,NA
Season 1,Episode 7,You Win or You Die,Scene 1,jaime lannister,Jaime Lannister,Lannister,Tywin Lannister,Lannister,Catelyn Stark took my brother.,Intense ,-1,NA
Season 1,Episode 7,You Win or You Die,Scene 1,tywin lannister,Tywin Lannister,Lannister,Jaime Lannister,Lannister,Why is he still alive?,Intense ,-1,NA
Season 1,Episode 7,You Win or You Die,Scene 1,jaime lannister,Jaime Lannister,Lannister,Tywin Lannister,Lannister,Tyrion?,Intense ,-1,NA
Season 1,Episode 7,You Win or You Die,Scene 1,tywin lannister,Tywin Lannister,Lannister,Jaime Lannister,Lannister,Ned Stark.,Intense ,-1,NA
Season 1,Episode 7,You Win or You Die,Scene 1,jaime lannister,Jaime Lannister,Lannister,Jaime Lannister,Lannister,"One of our men interfered, speared him through the leg before I could finish him.",Intense ,-1,NA
Season 1,Episode 7,You Win or You Die,Scene 1,jaime lannister,Jaime Lannister,Lannister,Tywin Lannister,Lannister,It wouldn't have been clean.,Intense ,-1,NA
Season 1,Episode 7,You Win or You Die,Scene 1,tywin lannister,Tywin Lannister,Lannister,Tywin Lannister,Lannister,Clean...,Intense ,-1,NA
Season 1,Episode 7,You Win or You Die,Scene 1,tywin lannister,Tywin Lannister,Lannister,Jaime Lannister,Lannister,You spend too much time worrying about what other people think of you.,Argument,-1,NA
Season 1,Episode 7,You Win or You Die,Scene 1,jaime lannister,Jaime Lannister,Lannister,Tywin Lannister,Lannister,I could care less what anyone thinks of me.,Argument,-1,NA
Season 1,Episode 7,You Win or You Die,Scene 1,tywin lannister,Tywin Lannister,Lannister,Jaime Lannister,Lannister,Now that's what you want people to think of you.,Argument,-1,NA
Season 1,Episode 7,You Win or You Die,Scene 1,jaime lannister,Jaime Lannister,Lannister,Tywin Lannister,Lannister,It's the truth.,Argument,-1,NA
Season 1,Episode 7,You Win or You Die,Scene 1,tywin lannister,Tywin Lannister,Lannister,Jaime Lannister,Lannister,"When you hear them whispering ""Kingslayer"" behind your back, doesn't it bother you?",Argument,-1,NA
Season 1,Episode 7,You Win or You Die,Scene 1,jaime lannister,Jaime Lannister,Lannister,Tywin Lannister,Lannister,Of course it bothers me.,Argument,-1,NA
Season 1,Episode 7,You Win or You Die,Scene 1,tywin lannister,Tywin Lannister,Lannister,Jaime Lannister,Lannister,The lion doesn't concern himself with the opinions of the sheep.,Argument,-1,NA
